BLOCK_ADDRESS,geocode_city,geocode_state,ZIP_CODE,.,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
"100 DANNY CT",Louisville,Kentucky,40214,6,38.140019,-85.763916,1,range_interpolation,100,"Danny Ct",Louisville,KY,"Jefferson County",40214,US
"100 DARYL CT",Louisville,Kentucky,40214,13,38.138878,-85.763962,1,range_interpolation,100,"Daryl Ct",Louisville,KY,"Jefferson County",40214,US
"100 DAVENTRY LN",Louisville,Kentucky,40223,7,38.247851,-85.575334,1,range_interpolation,100,"Daventry Ln",Louisville,KY,"Jefferson County",40223,US
"100 DECLARATION DR",Louisville,Kentucky,40214,8,38.144075,-85.769289,1,range_interpolation,100,"Declaration Dr",Louisville,KY,"Jefferson County",40214,US
"100 DEL RIO",Louisville,Kentucky,40220,1,38.214593,-85.655559,0.8,street_center,,"Del Rio Pl",Louisville,KY,"Jefferson County",40220,US
"100 DON ALLEN RD",Louisville,Kentucky,40207,7,38.25295,-85.64213,1,range_interpolation,100,"Don Allen Rd",Louisville,KY,"Jefferson County",40207,US
"100 DONARD PARK AVE",Louisville,Kentucky,40218,6,38.200934,-85.669837,1,range_interpolation,100,"Donard Park Ave",Louisville,KY,"Jefferson County",40218,US
"100 DORCHESTER RD",Louisville,Kentucky,40223,4,38.248653,-85.587499,1,range_interpolation,100,"Dorchester Rd",Louisville,KY,"Jefferson County",40223,US
"100 DORSEY STATION RD",Louisville,Kentucky,40223,2,38.246143,-85.56327,1,range_interpolation,100,"Dorsey Station Rd",Louisville,KY,"Jefferson County",40223,US
"100 DOUGLAS PARK",Louisville,Kentucky,40214,12,38.180102,-85.761727,0.8,street_center,,"Douglas Park",Louisville,KY,"Jefferson County",40214,US
"100 DR W J HODGE ST",Louisville,Kentucky,40203,21,38.249273,-85.769412,0.33,place,,,Louisville,KY,"Jefferson County",40203,US
"100 E ADAIR ST",Louisville,Kentucky,40214,5,38.190237,-85.761412,1,range_interpolation,100,"W Adair St",Louisville,KY,"Jefferson County",40214,US
"100 E AMHERST AVE",Louisville,Kentucky,40214,50,38.174731,-85.763307,1,range_interpolation,100,"E Amherst Ave",Louisville,KY,"Jefferson County",40214,US
"100 E ASHLAND AVE",Louisville,Kentucky,40214,43,38.18478,-85.762245,1,range_interpolation,100,"E Ashland Ave",Louisville,KY,"Jefferson County",40214,US
"100 E BRECKINRIDGE ST",Louisville,Kentucky,40203,6,38.241203,-85.75414,1,range_interpolation,100,"E Breckinridge St",Louisville,KY,"Jefferson County",40203,US
"100 E BROADWAY",Louisville,Kentucky,40202,115,38.246105,-85.7608,0.8,street_center,,"Us Hwy 150",Louisville,KY,"Jefferson County",40202,US
"100 E BURNETT AVE",Louisville,Kentucky,40208,17,38.22662,-85.756714,1,range_interpolation,100,"E Burnett Ave",Louisville,KY,"Jefferson County",40208,US
"100 E CHESTNUT ST",Louisville,Kentucky,40202,2,38.248251,-85.752917,1,range_interpolation,100,"E Chestnut St",Louisville,KY,"Jefferson County",40202,US
"100 E COLLEGE ST",Louisville,Kentucky,40203,2,38.24298,-85.75383,1,range_interpolation,100,"E College St",Louisville,KY,"Jefferson County",40203,US
"100 E COLLINS CT",Louisville,Kentucky,40214,12,38.200124,-85.761646,1,range_interpolation,100,"E Collins Ct",Louisville,KY,"Jefferson County",40214,US
"100 E ESPLANADE AVE",Louisville,Kentucky,40214,5,38.162252,-85.770804,1,range_interpolation,100,"E Esplanade Ave",Louisville,KY,"Jefferson County",40214,US
"100 E EVELYN AVE",Louisville,Kentucky,40214,7,38.196657,-85.761558,1,range_interpolation,100,"E Evelyn Ave",Louisville,KY,"Jefferson County",40214,US
"100 E FAIRMONT AVE",Louisville,Kentucky,40214,2,38.195266,-85.761502,1,range_interpolation,100,"E Fairmont Ave",Louisville,KY,"Jefferson County",40214,US
"100 E FLORENCE AVE",Louisville,Kentucky,40214,30,38.191767,-85.761429,1,range_interpolation,100,"W Florence Ave",Louisville,KY,"Jefferson County",40214,US
"100 E GARRETT ST",Louisville,Kentucky,40214,10,38.19937,-85.761628,1,range_interpolation,100,"E Garrett St",Louisville,KY,"Jefferson County",40214,US
"100 E GRAY ST",Louisville,Kentucky,40202,3,38.246834,-85.752072,1,range_interpolation,100,"E Gray St",Louisville,KY,"Jefferson County",40202,US
"100 E HILL ST",Louisville,Kentucky,40208,10,38.225319,-85.756942,1,range_interpolation,100,"E Hill St",Louisville,KY,"Jefferson County",40208,US
"100 E JACOB ST",Louisville,Kentucky,40202,2,38.244532,-85.753613,1,range_interpolation,100,"E Jacob St",Louisville,KY,"Jefferson County",40202,US
"100 E JEFFERSON ST",Louisville,Kentucky,40202,115,38.25314,-85.752049,1,range_interpolation,100,"E Jefferson St",Louisville,KY,"Jefferson County",40202,US
"100 E KENTON ST",Louisville,Kentucky,40214,6,38.198069,-85.761594,1,range_interpolation,100,"E Kenton St",Louisville,KY,"Jefferson County",40214,US
"100 E KENTUCKY ST",Louisville,Kentucky,40203,6,38.238241,-85.754662,1,range_interpolation,100,"E Kentucky St",Louisville,KY,"Jefferson County",40203,US
"100 E KENWOOD WAY",Louisville,Kentucky,40214,1,38.178907,-85.76328,1,range_interpolation,100,"E Kenwood Way",Louisville,KY,"Jefferson County",40214,US
"100 E KINGSTON AVE",Louisville,Kentucky,40214,118,38.17261,-85.763888,1,range_interpolation,100,"Kingston Ave",Louisville,KY,"Jefferson County",40214,US
"100 E LIBERTY ST",Louisville,Kentucky,40202,4,38.252674,-85.752196,0.9,range_interpolation,100,"Us Hwy 31e",Louisville,KY,"Jefferson County",40202,US
"100 E MAIN ST",Louisville,Kentucky,40202,57,38.256131,-85.750889,0.8,range_interpolation,100,"E Main St",Louisville,KY,"Jefferson County",40202,US
"100 E MARKET ST",Louisville,Kentucky,40202,65,38.254531,-85.751804,1,range_interpolation,100,"E Market St",Louisville,KY,"Jefferson County",40202,US
"100 E OAK ST",Louisville,Kentucky,40203,28,38.234408,-85.755335,1,range_interpolation,100,"E Oak St",Louisville,KY,"Jefferson County",40203,US
"100 E ORMSBY AVE",Louisville,Kentucky,40203,26,38.231692,-85.755817,1,range_interpolation,100,"E Ormsby Ave",Louisville,KY,"Jefferson County",40203,US
"100 E SOUTHERN HEIGHTS AVE",Louisville,Kentucky,40214,25,38.189401,-85.761487,1,range_interpolation,100,"W Southern H8ths Ave",Louisville,KY,"Jefferson County",40214,US
"100 E SOUTHLAND BLVD",Louisville,Kentucky,40214,128,38.171666,-85.763421,1,range_interpolation,100,"E Southland Blvd",Louisville,KY,"Jefferson County",40214,US
"100 E ST CATHERINE ST",Louisville,Kentucky,40203,25,38.236725,-85.754927,1,range_interpolation,100,"E St Catherine St",Louisville,KY,"Jefferson County",40203,US
"100 E TENNY AVE",Louisville,Kentucky,40214,24,38.176492,-85.763328,1,range_interpolation,100,"E Tenny Ave",Louisville,KY,"Jefferson County",40214,US
"100 E WAMPUM AVE",Louisville,Kentucky,40214,25,38.186473,-85.761995,1,range_interpolation,100,"W Wampum Ave",Louisville,KY,"Jefferson County",40214,US
"100 E WASHINGTON ST",Louisville,Kentucky,40202,2,38.256663,-85.751429,1,range_interpolation,100,"E Washington St",Louisville,KY,"Jefferson County",40202,US
"100 E WELLINGTON AVE",Louisville,Kentucky,40214,67,38.18339,-85.762491,1,range_interpolation,100,"E Wellington Ave",Louisville,KY,"Jefferson County",40214,US
"100 E WHITNEY AVE",Louisville,Kentucky,40214,24,38.193866,-85.761489,1,range_interpolation,100,"E Whitney Ave",Louisville,KY,"Jefferson County",40214,US
"100 E WITHERSPOON ST",Louisville,Kentucky,40202,6,38.257756,-85.752913,0.9,range_interpolation,100,"Witherspoon St",Louisville,KY,"Jefferson County",40202,US
"100 E WOODLAWN AVE",Louisville,Kentucky,40214,26,38.181354,-85.762912,1,range_interpolation,100,"W Woodlawn Ave",Louisville,KY,"Jefferson County",40214,US
"100 EDGEWOOD WAY",Louisville,Kentucky,40243,2,38.248749,-85.553629,1,range_interpolation,100,"Edgewood Way",Louisville,KY,"Jefferson County",40243,US
"100 ELK RIVER DR",Louisville,Kentucky,40214,3,38.127947,-85.769052,1,range_interpolation,100,"Elk River Dr",Louisville,KY,"Jefferson County",40214,US
"100 ERIC CT",Louisville,Kentucky,40219,15,38.146659,-85.689532,0.8,street_center,,"Eric Ct",Louisville,KY,"Jefferson County",40219,US
"100 EVERGREEN RD",Louisville,Kentucky,40243,16,38.244449,-85.529702,1,range_interpolation,100,"Evergreen Rd",Louisville,KY,"Jefferson County",40243,US
"100 EWING AVE",Louisville,Kentucky,40206,1,38.253596,-85.699877,1,range_interpolation,100,"S Ewing Ave",Louisville,KY,"Jefferson County",40206,US
"100 FAIRFAX AVE",Louisville,Kentucky,40207,16,38.251119,-85.650295,0.8,street_center,,"Fairfax Ave",Louisville,KY,"Jefferson County",40207,US
"100 FENLEY AVE",Louisville,Kentucky,40206,5,38.254755,-85.670844,1,range_interpolation,100,"Fenley Ave",Louisville,KY,"Jefferson County",40206,US
"100 FENLEY AVE",Louisville,Kentucky,40207,90,38.254755,-85.670844,1,range_interpolation,100,"Fenley Ave",Louisville,KY,"Jefferson County",40206,US
"100 FINAL CT",Louisville,Kentucky,40219,4,38.120677,-85.686273,1,range_interpolation,100,"Final Ct",Louisville,KY,"Jefferson County",40219,US
"100 FLIRTATION WALK",Louisville,Kentucky,40219,16,38.150448,-85.654668,1,range_interpolation,100,"Flirtation Walk",Louisville,KY,"Jefferson County",40219,US
"100 FONTAINE LANDING CT",Louisville,Kentucky,40212,24,38.265697,-85.827208,1,range_interpolation,100,"Fontaine Landing Ct",Louisville,KY,"Jefferson County",40212,US
"100 FOREST CT",Louisville,Kentucky,40206,11,38.254771,-85.685217,1,range_interpolation,100,"Forest Ct",Louisville,KY,"Jefferson County",40206,US
"100 FOREST PARK RD",Louisville,Kentucky,40223,1,38.248158,-85.563289,1,range_interpolation,100,"Forest Park Rd",Louisville,KY,"Jefferson County",40223,US
"100 FOREST PLACE CT",Louisville,Kentucky,40245,3,38.239851,-85.491492,1,range_interpolation,100,"Forest Place Ct",Louisville,KY,"Jefferson County",40245,US
"100 FRANCIS AVE",Louisville,Kentucky,40214,65,38.182166,-85.76271,1,range_interpolation,100,"Francis Ave",Louisville,KY,"Jefferson County",40214,US
"100 FRANCK AVE",Louisville,Kentucky,40206,1,38.254193,-85.695301,1,range_interpolation,100,"Franck Ave",Louisville,KY,"Jefferson County",40206,US
"100 FREEMAN AVE",Louisville,Kentucky,40214,37,38.165438,-85.764806,1,range_interpolation,100,"Freeman Ave",Louisville,KY,"Jefferson County",40214,US
"100 GARDINER LAKE RD",Louisville,Kentucky,40205,5,38.204605,-85.686782,1,range_interpolation,100,"Gardiner Lake Rd",Louisville,KY,"Jefferson County",40205,US
"100 GARRETT ST",Louisville,Kentucky,40214,1,38.19967,-85.761628,1,range_interpolation,100,"W Garrett St",Louisville,KY,"Jefferson County",40214,US
"100 GIBSON RD",Louisville,Kentucky,40207,10,38.25295,-85.64213,1,range_interpolation,100,"Gibson Rd",Louisville,KY,"Jefferson County",40207,US
"100 GILLETTE AVE",Louisville,Kentucky,40214,56,38.185772,-85.762067,1,range_interpolation,100,"Gillette Ave",Louisville,KY,"Jefferson County",40214,US
"100 GILLILAND RD",Louisville,Kentucky,40245,1,38.232985,-85.45631,1,range_interpolation,100,"Gilliland Rd",Louisville,KY,"Jefferson County",40245,US
"100 GLISSADE DR",Louisville,Kentucky,40118,3,38.113598,-85.766212,0.8,street_center,,"Glissade Dr",Fairdale,KY,"Jefferson County",40118,US
"100 GRANVIL DR",Louisville,Kentucky,40218,1,38.19011,-85.635891,1,range_interpolation,100,"Granvil Dr",Louisville,KY,"Jefferson County",40218,US
"100 GRAY HAWK DR",Louisville,Kentucky,40243,1,38.115855,-85.669533,0.8,street_center,,"Grey Hawk Cir",Louisville,KY,"Jefferson County",40219,US
"100 GREY LEDGE CIR",Louisville,Kentucky,40245,3,38.239985,-85.488063,1,range_interpolation,100,"Grey Ledge Cir",Louisville,KY,"Jefferson County",40245,US
"100 HALDEMAN AVE",Louisville,Kentucky,40206,5,38.254017,-85.713651,1,range_interpolation,100,"Haldeman Ave",Louisville,KY,"Jefferson County",40206,US
"100 HANCOCK ST",Louisville,Kentucky,40214,1,38.25486,-85.741818,1,range_interpolation,100,"S Hancock St",Louisville,KY,"Jefferson County",40202,US
"100 HAPPEL DR",Louisville,Kentucky,40118,6,38.116895,-85.768523,1,range_interpolation,100,"Happel Dr",Fairdale,KY,"Jefferson County",40118,US
"100 HARLAN AVE",Louisville,Kentucky,40208,1,38.201631,-85.760367,1,range_interpolation,100,"Harlan Ave",Louisville,KY,"Jefferson County",40214,US
"100 HARLAN AVE",Louisville,Kentucky,40214,67,38.201631,-85.760367,1,range_interpolation,100,"Harlan Ave",Louisville,KY,"Jefferson County",40214,US
"100 HARPERS FERRY RD",Louisville,Kentucky,40214,2,38.130446,-85.7675,1,range_interpolation,100,"Harpers Ferry Rd",Louisville,KY,"Jefferson County",40214,US
"100 HARTWELL #1 CT",Louisville,Kentucky,40214,1,38.172559,-85.762836,1,range_interpolation,100,"Hartwell Ct",Louisville,KY,"Jefferson County",40214,US
"100 HARTWELL CT",Louisville,Kentucky,40214,68,38.172559,-85.762836,1,range_interpolation,100,"Hartwell Ct",Louisville,KY,"Jefferson County",40214,US
"100 HEADY AVE",Louisville,Kentucky,40207,4,38.251974,-85.642175,1,range_interpolation,100,"Heady Ave",Louisville,KY,"Jefferson County",40207,US
"100 HEMINGWAY RD",Louisville,Kentucky,40207,1,38.249926,-85.636327,1,range_interpolation,100,"Hemingway Rd",Louisville,KY,"Jefferson County",40207,US
"100 HERITAGE HILL TRL",Louisville,Kentucky,40223,6,38.245291,-85.544245,1,range_interpolation,100,"Heritage Hill Trl",Louisville,KY,"Jefferson County",40223,US
"100 HIGH RISE DR",Louisville,Kentucky,40213,3,38.159152,-85.714379,1,range_interpolation,100,"High Rise Dr",Louisville,KY,"Jefferson County",40213,US
"100 HIGHLAND AVE",Louisville,Kentucky,40245,1,38.233703,-85.456209,1,range_interpolation,100,"Highland Ave",Louisville,KY,"Jefferson County",40245,US
"100 HIGHWOOD DR",Louisville,Kentucky,40206,1,38.268717,-85.702244,1,range_interpolation,100,"Highwood Dr",Louisville,KY,"Jefferson County",40206,US
"100 HILL BEND PL",Louisville,Kentucky,40208,9,38.225857,-85.756898,0.8,street_center,,"Hill Bend Pl",Louisville,KY,"Jefferson County",40208,US
"100 HILL ST",Louisville,Kentucky,40203,1,38.246494,-85.730668,0.8,street_center,,"Hull St",Louisville,KY,"Jefferson County",40204,US
"100 HILLCREST AVE",Louisville,Kentucky,40206,9,38.254999,-85.684309,1,range_interpolation,100,"Hillcrest Ave",Louisville,KY,"Jefferson County",40206,US
"100 HOLLAND PARK PL",Louisville,Kentucky,40245,3,38.233857,-85.415576,1,range_interpolation,100,"Holland Park Pl",Louisville,KY,"Jefferson County",40245,US
"100 HOLLISWOOD RD",Louisville,Kentucky,40222,1,38.249242,-85.59153,1,range_interpolation,100,"Holliswood Rd",Louisville,KY,"Jefferson County",40222,US
"100 HOLLY HILLS DR",Louisville,Kentucky,40118,10,38.10061,-85.766059,1,range_interpolation,100,"Holly Hills Dr",Fairdale,KY,"Jefferson County",40118,US
"100 HUNTINGTON RIDGE DR",Louisville,Kentucky,40223,16,38.242902,-85.666502,0.8,street_center,,"Huntington Rd",Louisville,KY,"Jefferson County",40207,US
"100 IOLA RD",Louisville,Kentucky,40207,1,38.25365,-85.666972,1,range_interpolation,100,"Iola Rd",Louisville,KY,"Jefferson County",40207,US
"100 IROQUOIS GARDEN RD",Louisville,Kentucky,40214,1,38.154159,-85.777187,1,range_interpolation,100,"Iroquois Gardens Dr",Louisville,KY,"Jefferson County",40214,US
"100 IROQUOIS GARDENS DR",Louisville,Kentucky,40214,19,38.154159,-85.777187,1,range_interpolation,100,"Iroquois Gardens Dr",Louisville,KY,"Jefferson County",40214,US
"100 JOHNSON RD",Louisville,Kentucky,40245,1,38.235111,-85.454405,1,range_interpolation,100,"Johnson Rd",Louisville,KY,"Jefferson County",40245,US
"100 JUNEAU DR",Louisville,Kentucky,40243,2,38.24403,-85.525274,1,range_interpolation,100,"Juneau Dr",Louisville,KY,"Jefferson County",40243,US
"100 KENNEDY AVE",Louisville,Kentucky,40206,5,38.254559,-85.688789,1,range_interpolation,100,"Kennedy Ave",Louisville,KY,"Jefferson County",40206,US
"100 KENTUCKY ST",Louisville,Kentucky,40214,1,38.159826,-85.591957,0.8,street_center,,"Kentucky St",Louisville,KY,"Jefferson County",40291,US
"100 KENWOOD CT",Louisville,Kentucky,40214,23,38.180179,-85.762467,1,range_interpolation,100,"Kenwood Ct",Louisville,KY,"Jefferson County",40214,US
"100 KRATZ LN",Louisville,Kentucky,40243,2,38.244744,-85.532851,1,range_interpolation,100,"Kratz Ln",Louisville,KY,"Jefferson County",40243,US
"100 LA FONTENAY CT",Louisville,Kentucky,40223,1,38.245921,-85.559091,1,range_interpolation,100,"La Fontenay Ct",Louisville,KY,"Jefferson County",40223,US
"100 LA FONTENAY DR",Louisville,Kentucky,40223,9,38.245921,-85.559091,0.9,range_interpolation,100,"La Fontenay Ct",Louisville,KY,"Jefferson County",40223,US
"100 LADBROKE GROVE RD",Louisville,Kentucky,40245,1,38.232272,-85.411874,1,range_interpolation,100,"Ladbroke Grove Rd",Louisville,KY,"Jefferson County",40245,US
"100 LANA CT",Louisville,Kentucky,40229,56,38.104081,-85.694982,1,range_interpolation,100,"Lana Ct",Louisville,KY,"Jefferson County",40229,US
"100 LAURIE VALLEE",Louisville,Kentucky,40223,22,38.24562,-85.55909,1,range_interpolation,100,"Laurie Vallee",Louisville,KY,"Jefferson County",40223,US
"100 LAWNDALE AVE",Louisville,Kentucky,40214,2,38.163594,-85.764839,1,range_interpolation,100,"Lawndale Ave",Louisville,KY,"Jefferson County",40214,US
"100 LAWSON LN",Louisville,Kentucky,40214,19,38.173154,-85.794019,1,range_interpolation,100,"Lawson Ln",Louisville,KY,"Jefferson County",40214,US
"100 LEE ST",Louisville,Kentucky,40210,1,38.223001,-85.757413,1,range_interpolation,100,"W Lee St",Louisville,KY,"Jefferson County",40208,US
"100 LENOAK DR",Louisville,Kentucky,40214,7,38.147552,-85.767561,1,range_interpolation,100,"Lenoak Dr",Louisville,KY,"Jefferson County",40214,US
"100 LIVERTON LN",Louisville,Kentucky,40222,1,38.247585,-85.597282,1,range_interpolation,100,"Liverton Ln",Louisville,KY,"Jefferson County",40222,US
"100 LOGSDON CT",Louisville,Kentucky,40243,9,38.241152,-85.552832,1,range_interpolation,100,"Logsdon Ct",Louisville,KY,"Jefferson County",40243,US
"100 LONG RUN RD",Louisville,Kentucky,40245,1,38.237263,-85.439302,1,range_interpolation,100,"Long Run Rd",Louisville,KY,"Jefferson County",40245,US
"100 LONGWORTH AVE",Louisville,Kentucky,40210,1,38.266632,-85.823567,1,range_interpolation,100,"S Longworth Ave",Louisville,KY,"Jefferson County",40212,US
"100 LONGWORTH AVE",Louisville,Kentucky,40212,1,38.266332,-85.823567,1,range_interpolation,100,"S Longworth Ave",Louisville,KY,"Jefferson County",40212,US
"100 LYNDON LN",Louisville,Kentucky,40222,2,38.24846,-85.598833,1,range_interpolation,100,"Lyndon Ln",Louisville,KY,"Jefferson County",40222,US
"100 MACKIE CT",Louisville,Kentucky,40214,2,38.13538,-85.766019,1,range_interpolation,100,"Mackie Ct",Louisville,KY,"Jefferson County",40214,US
"100 MACKIE LN",Louisville,Kentucky,40214,7,38.141423,-85.765592,1,range_interpolation,100,"Mackie Ln",Louisville,KY,"Jefferson County",40214,US
"100 MARIAN DR",Louisville,Kentucky,40218,1,38.187724,-85.625992,1,range_interpolation,100,"Marian Dr",Louisville,KY,"Jefferson County",40218,US
"100 MARKLEHAM PL",Louisville,Kentucky,40245,2,38.235828,-85.487887,1,range_interpolation,100,"Markleham Pl",Louisville,KY,"Jefferson County",40245,US
"100 MARKWELL CT",Louisville,Kentucky,40219,7,38.138942,-85.690557,1,range_interpolation,100,"Markwell Ct",Louisville,KY,"Jefferson County",40219,US
"100 MARSHALL DR",Louisville,Kentucky,40207,6,38.251696,-85.634884,1,range_interpolation,100,"Marshall Dr",Louisville,KY,"Jefferson County",40207,US
"100 MASONIC HOME DR",Louisville,Kentucky,40207,1,38.253475,-85.662127,1,range_interpolation,100,"Masonic Home Dr","Masonic Home",KY,"Jefferson County",40041,US
"100 MCBROOM DR",Louisville,Kentucky,40214,1,38.137758,-85.764434,1,range_interpolation,100,"McBroom Dr",Louisville,KY,"Jefferson County",40214,US
"100 MCCREADY AVE",Louisville,Kentucky,40206,11,38.254165,-85.674844,1,range_interpolation,100,"McCready Ave",Louisville,KY,"Jefferson County",40206,US
"100 MERIDIAN AVE",Louisville,Kentucky,40207,23,38.252437,-85.65327,1,range_interpolation,100,"Meridian Ave",Louisville,KY,"Jefferson County",40207,US
"100 MIDDLETOWN SQ",Louisville,Kentucky,40243,9,38.243923,-85.527317,1,range_interpolation,100,"Middletown Sq",Louisville,KY,"Jefferson County",40243,US
"100 MILLS DR",Louisville,Kentucky,40216,64,38.156002,-85.828915,1,range_interpolation,100,"Mills Dr",Louisville,KY,"Jefferson County",40216,US
"100 MINETTE CIR",Louisville,Kentucky,40258,7,38.128594,-85.851873,1,range_interpolation,100,"Minette Cir",Louisville,KY,"Jefferson County",40258,US
"100 MOHAWK AVE",Louisville,Kentucky,40214,23,38.187013,-85.761849,1,range_interpolation,100,"Mohawk Ave",Louisville,KY,"Jefferson County",40214,US
"100 N 10TH ST",Louisville,Kentucky,40202,1,38.257855,-85.766452,1,range_interpolation,100,"N 10th St",Louisville,KY,"Jefferson County",40202,US
"100 N 12TH ST",Louisville,Kentucky,40203,1,38.258224,-85.769762,1,range_interpolation,100,"N 12th St",Louisville,KY,"Jefferson County",40203,US
